idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt
221,1,4,221,1,1.36,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,2024-12-31
222,2,4,222,2,4.15,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2024-12-31
223,3,4,223,3,,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,2024-12-31
224,4,4,224,4,4.64,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,2024-12-31
225,1,4,225,1,2.81,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,2024-12-31
226,2,4,226,2,8.86,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,2024-12-31
227,3,4,227,3,3.92,sed tristique in tempus sit amet sem fusce consequat nulla nisl,2024-12-31
228,4,4,228,4,7.17,lorem id ligula suspendisse ornare consequat lectus in est risus,2024-12-31
229,1,4,229,1,,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,2024-12-31
230,2,4,230,2,2.87,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,2024-12-31
231,3,4,231,3,,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,2024-12-31
232,4,4,232,4,3.66,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,2024-12-31
233,1,4,233,1,3.2,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,2024-12-31
234,2,4,234,2,,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2024-12-31
235,3,4,235,3,,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,2024-12-31
236,4,4,236,4,6.9,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,2024-12-31
237,1,4,237,1,8.48,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,2024-12-31
238,2,4,238,2,6.7,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,2024-12-31
239,3,4,239,3,6.3,sed accumsan felis ut at dolor quis odio consequat varius integer ac,2024-12-31
240,4,4,240,4,6.94,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,2024-12-31
241,1,4,241,1,,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,2024-12-31
242,2,4,242,2,5.35,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,2024-12-31
243,3,4,243,3,6.73,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,2024-12-31
244,4,4,244,4,9.46,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31
245,1,4,245,1,6.65,ac neque duis bibendum morbi non quam nec dui luctus,2024-12-31
246,2,4,246,2,3.91,ornare consequat lectus in est risus auctor sed tristique in tempus sit,2024-12-31
247,3,4,247,3,8.15,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,2024-12-31
248,4,4,248,4,8.49,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,2024-12-31
249,1,4,249,1,7.11,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,2024-12-31
250,2,4,250,2,6.9,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,2024-12-31
251,3,4,251,3,1.35,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,2024-12-31
252,4,4,252,4,6.93,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,2024-12-31
253,1,4,253,1,1.28,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,2024-12-31
254,2,4,254,2,7.4,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,2024-12-31
255,3,4,255,3,5.9,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,2024-12-31
256,4,4,256,4,8.02,lectus suspendisse potenti in eleifend quam a odio in hac,2024-12-31
257,1,4,257,1,5.11,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2024-12-31
258,2,4,258,2,3.54,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,2024-12-31
259,3,4,259,3,5.75,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,2024-12-31
260,4,4,260,4,1.21,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,2024-12-31
261,1,4,261,1,3.82,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,2024-12-31
262,2,4,262,2,5.94,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2024-12-31
263,3,4,263,3,5.11,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,2024-12-31
264,4,4,264,4,1.17,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,2024-12-31
265,1,4,265,1,7.21,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,2024-12-31
266,2,4,266,2,6.15,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,2024-12-31
267,3,4,267,3,8.1,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2024-12-31
268,4,4,268,4,9.54,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,2024-12-31
269,1,4,269,1,,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,2024-12-31
270,2,4,270,2,3.69,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,2024-12-31
271,3,4,271,3,5.48,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2024-12-31
272,4,4,272,4,5.63,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2024-12-31
273,1,4,273,1,9.74,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,2024-12-31
274,2,4,274,2,,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2024-12-31
275,3,4,275,3,2.47,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,2024-12-31
276,4,4,276,4,5.09,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
277,1,4,277,1,5.97,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,2024-12-31
278,2,4,278,2,1.97,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,2024-12-31
279,3,4,279,3,2.82,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,2024-12-31
280,4,4,280,4,5.07,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,2024-12-31
281,1,4,281,1,7.35,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,2024-12-31
282,2,4,282,2,8.85,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,2024-12-31
283,3,4,283,3,7.65,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,2024-12-31
284,4,4,284,4,9.67,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2024-12-31
285,1,4,285,1,1.74,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,2024-12-31
286,2,4,286,2,8.75,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,2024-12-31
287,3,4,287,3,7.53,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,2024-12-31
288,4,4,288,4,,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
289,1,4,289,1,9.82,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,2024-12-31
290,2,4,290,2,3.55,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
291,3,4,291,3,6.49,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,2024-12-31
292,4,4,292,4,6.03,id massa id nisl venenatis lacinia aenean sit amet justo morbi,2024-12-31
293,1,4,293,1,3.46,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,2024-12-31
294,2,4,294,2,4.91,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,2024-12-31
295,3,4,295,3,3.71,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,2024-12-31
296,4,4,296,4,4.04,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2024-12-31
297,1,4,297,1,8.43,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,2024-12-31
298,2,4,298,2,7.4,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2024-12-31
299,3,4,299,3,2.79,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,2024-12-31
300,4,4,300,4,9.95,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,2024-12-31
301,1,4,301,1,7.31,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,2024-12-31
302,2,4,302,2,4.07,ut massa quis augue luctus tincidunt nulla mollis molestie lorem,2024-12-31
303,3,4,303,3,8.52,lectus in est risus auctor sed tristique in tempus sit,2024-12-31
304,4,4,304,4,3.31,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2024-12-31
305,1,4,305,1,6.33,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2024-12-31
306,2,4,306,2,2.77,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2024-12-31
307,3,4,307,3,5.1,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,2024-12-31
308,4,4,308,4,9.13,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2024-12-31
309,1,4,309,1,8.64,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,2024-12-31
310,2,4,310,2,5.36,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,2024-12-31
311,3,4,311,3,5.85,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,2024-12-31
312,4,4,312,4,7.79,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,2024-12-31
313,1,4,313,1,2.2,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,2024-12-31
314,2,4,314,2,4.78,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,2024-12-31
315,3,4,315,3,2.86,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,2024-12-31
316,4,4,316,4,8.92,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,2024-12-31
317,1,4,317,1,9.48,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,2024-12-31
318,2,4,318,2,6.59,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,2024-12-31
319,3,4,319,3,2.87,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,2024-12-31
320,4,4,320,4,9.37,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
321,1,4,321,1,8.75,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,2024-12-31
322,2,4,322,2,9.61,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,2024-12-31
323,3,4,323,3,1.12,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2024-12-31
324,4,4,324,4,3.5,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,2024-12-31
325,1,4,325,1,5.64,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31
326,2,4,326,2,4.53,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2024-12-31
327,3,4,327,3,,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,2024-12-31
328,4,4,328,4,,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,2024-12-31
329,1,4,329,1,8.08,orci eget orci vehicula condimentum curabitur in libero ut massa,2024-12-31
330,2,4,330,2,7.51,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,2024-12-31
331,3,4,331,3,,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2024-12-31
332,4,4,332,4,1.42,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,2024-12-31
333,1,4,333,1,,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,2024-12-31
334,2,4,334,2,6.22,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2024-12-31
335,3,4,335,3,1.36,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2024-12-31
336,4,4,336,4,4.27,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,2024-12-31
337,1,4,337,1,,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,2024-12-31
338,2,4,338,2,2.68,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,2024-12-31
339,3,4,339,3,4.32,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-12-31
340,4,4,340,4,,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2024-12-31
341,1,4,341,1,1.68,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,2024-12-31
342,2,4,342,2,7.37,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2024-12-31
343,3,4,343,3,9.69,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31
344,4,4,344,4,6.1,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,2024-12-31
345,1,4,345,1,3.78,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2024-12-31
346,2,4,346,2,,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,2024-12-31
347,3,4,347,3,9.71,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,2024-12-31
348,4,4,348,4,8.11,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,2024-12-31
349,1,4,349,1,6.18,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,2024-12-31
350,2,4,350,2,1.28,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2024-12-31
351,3,4,351,3,4.31,mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2024-12-31
352,4,4,352,4,6.37,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,2024-12-31
353,1,4,353,1,,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,2024-12-31
354,2,4,354,2,7.87,quisque porta volutpat erat quisque erat eros viverra eget congue eget,2024-12-31
355,3,4,355,3,9.23,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,2024-12-31
356,4,4,356,4,8.04,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2024-12-31
357,1,4,357,1,1.9,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2024-12-31
358,2,4,358,2,,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,2024-12-31
359,3,4,359,3,,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2024-12-31
360,4,4,360,4,2.66,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,2024-12-31
361,1,4,361,1,4.05,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2024-12-31
362,2,4,362,2,4.17,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,2024-12-31
363,3,4,363,3,7.47,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,2024-12-31
364,4,4,364,4,5.07,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,2024-12-31
365,1,4,365,1,5.88,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,2024-12-31
366,2,4,366,2,5.25,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,2024-12-31
367,3,4,367,3,2.2,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2024-12-31
368,4,4,368,4,5.19,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,2024-12-31
369,1,4,369,1,,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,2024-12-31
370,2,4,370,2,4.62,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,2024-12-31
371,3,4,371,3,1.55,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31
372,4,4,372,4,,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31
373,1,4,373,1,5.13,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-12-31
374,2,4,374,2,7.44,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2024-12-31
375,3,4,375,3,1.81,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2024-12-31
376,4,4,376,4,4.16,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31
377,1,4,377,1,7.75,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2024-12-31
378,2,4,378,2,2.65,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,2024-12-31
379,3,4,379,3,6.94,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2024-12-31
380,4,4,380,4,2.6,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,2024-12-31
381,1,4,381,1,9.47,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,2024-12-31
382,2,4,382,2,2.51,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2024-12-31
383,3,4,383,3,7.44,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,2024-12-31
384,4,4,384,4,1.11,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,2024-12-31
385,1,4,385,1,8.08,tellus in sagittis dui vel nisl duis ac nibh fusce,2024-12-31
386,2,4,386,2,,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-12-31
387,3,4,387,3,4.74,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2024-12-31
388,4,4,388,4,,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,2024-12-31
389,1,4,389,1,3.95,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,2024-12-31
390,2,4,390,2,1.49,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2024-12-31
391,3,4,391,3,1.27,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2024-12-31
392,4,4,392,4,1.53,ut massa volutpat convallis morbi odio odio elementum eu interdum,2024-12-31
393,1,4,393,1,6.78,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2024-12-31
394,2,4,394,2,6.83,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,2024-12-31
395,3,4,395,3,4.96,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2024-12-31
396,4,4,396,4,7.38,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,2024-12-31
397,1,4,397,1,7.56,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2024-12-31
398,2,4,398,2,4.94,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2024-12-31
399,3,4,399,3,4.86,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,2024-12-31
400,4,4,400,4,5.0,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,2024-12-31
