idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt
223,3,5,223,3,4.78,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2025-02-04
224,4,5,224,4,2.6,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,2025-02-11
225,1,5,225,1,2.24,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,2025-02-08
226,2,5,226,2,,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,2025-02-01
227,3,5,227,3,4.7,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2025-02-18
228,4,5,228,4,2.74,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,2025-02-01
229,1,5,229,1,6.54,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,2025-02-15
230,2,5,230,2,1.07,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,2025-02-03
231,3,5,231,3,5.65,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,2025-02-06
232,4,5,232,4,4.43,eu massa donec dapibus duis at velit eu est congue,2025-02-08
233,1,5,233,1,1.49,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2025-02-14
234,2,5,234,2,4.59,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,2025-02-01
235,3,5,235,3,9.79,mauris enim leo rhoncus sed vestibulum sit amet cursus id,2025-02-18
236,4,5,236,4,5.88,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,2025-02-16
237,1,5,237,1,5.46,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,2025-02-20
238,2,5,238,2,5.24,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,2025-02-17
239,3,5,239,3,2.5,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,2025-02-12
240,4,5,240,4,6.29,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,2025-02-01
241,1,5,241,1,9.75,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,2025-02-11
242,2,5,242,2,6.32,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,2025-02-17
243,3,5,243,3,8.11,suspendisse ornare consequat lectus in est risus auctor sed tristique,2025-02-12
244,4,5,244,4,7.6,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2025-02-22
245,1,5,245,1,2.46,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2025-02-20
246,2,5,246,2,8.37,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,2025-02-20
247,3,5,247,3,2.89,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,2025-02-26
248,4,5,248,4,,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,2025-02-17
249,1,5,249,1,2.25,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,2025-02-01
250,2,5,250,2,7.23,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,2025-02-20
251,3,5,251,3,,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,2025-02-23
252,4,5,252,4,5.4,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,2025-02-17
253,1,5,253,1,3.61,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,2025-02-01
254,2,5,254,2,3.81,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,2025-02-08
255,3,5,255,3,5.56,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,2025-02-25
256,4,5,256,4,3.06,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,2025-02-04
257,1,5,257,1,9.02,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,2025-02-05
258,2,5,258,2,,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,2025-02-15
259,3,5,259,3,3.77,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,2025-02-10
260,4,5,260,4,4.83,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2025-02-16
261,1,5,261,1,6.58,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,2025-02-25
262,2,5,262,2,9.61,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,2025-02-14
263,3,5,263,3,,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,2025-02-17
264,4,5,264,4,,pede posuere nonummy integer non velit donec diam neque vestibulum,2025-02-13
265,1,5,265,1,9.43,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2025-02-08
266,2,5,266,2,8.96,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,2025-02-10
267,3,5,267,3,1.64,sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2025-02-15
268,4,5,268,4,8.32,sed magna at nunc commodo placerat praesent blandit nam nulla,2025-02-08
269,1,5,269,1,3.37,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2025-02-12
270,2,5,270,2,8.02,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,2025-02-09
271,3,5,271,3,,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2025-02-21
272,4,5,272,4,,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,2025-02-19
273,1,5,273,1,,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,2025-02-03
274,2,5,274,2,6.04,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,2025-02-11
275,3,5,275,3,4.76,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,2025-02-04
276,4,5,276,4,6.43,lectus in est risus auctor sed tristique in tempus sit,2025-02-02
277,1,5,277,1,8.58,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,2025-02-27
278,2,5,278,2,,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2025-02-07
279,3,5,279,3,3.35,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2025-02-01
280,4,5,280,4,,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,2025-02-24
281,1,5,281,1,8.45,pede justo lacinia eget tincidunt eget tempus vel pede morbi,2025-02-05
282,2,5,282,2,8.69,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,2025-02-04
283,3,5,283,3,2.85,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,2025-02-01
284,4,5,284,4,7.83,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,2025-02-06
285,1,5,285,1,2.79,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2025-02-07
286,2,5,286,2,6.16,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,2025-02-13
287,3,5,287,3,9.87,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,2025-02-14
288,4,5,288,4,,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,2025-02-08
289,1,5,289,1,,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,2025-02-22
290,2,5,290,2,9.35,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,2025-02-22
291,3,5,291,3,4.04,ligula nec sem duis aliquam convallis nunc proin at turpis,2025-02-10
292,4,5,292,4,2.73,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2025-02-21
293,1,5,293,1,4.85,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2025-02-21
294,2,5,294,2,1.25,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,2025-02-10
295,3,5,295,3,5.63,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,2025-02-01
296,4,5,296,4,2.55,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2025-02-22
297,1,5,297,1,5.1,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,2025-02-13
298,2,5,298,2,1.93,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,2025-02-07
299,3,5,299,3,,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2025-02-09
300,4,5,300,4,6.15,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,2025-02-02
301,1,5,301,1,6.98,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2025-02-11
302,2,5,302,2,7.09,risus semper porta volutpat quam pede lobortis ligula sit amet,2025-02-22
303,3,5,303,3,9.35,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,2025-02-19
304,4,5,304,4,6.28,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,2025-02-08
305,1,5,305,1,4.68,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,2025-02-19
306,2,5,306,2,4.89,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,2025-02-17
307,3,5,307,3,1.2,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,2025-02-09
308,4,5,308,4,1.83,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,2025-02-19
309,1,5,309,1,1.49,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,2025-02-20
310,2,5,310,2,3.86,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,2025-02-04
311,3,5,311,3,,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2025-02-23
312,4,5,312,4,9.86,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,2025-02-06
313,1,5,313,1,3.93,a odio in hac habitasse platea dictumst maecenas ut massa,2025-02-10
314,2,5,314,2,1.03,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,2025-02-02
315,3,5,315,3,8.54,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,2025-02-11
316,4,5,316,4,4.65,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,2025-02-04
317,1,5,317,1,,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,2025-02-10
318,2,5,318,2,,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,2025-02-15
319,3,5,319,3,3.57,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,2025-02-03
320,4,5,320,4,8.97,porttitor pede justo eu massa donec dapibus duis at velit eu est congue,2025-02-08
321,1,5,321,1,,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,2025-02-03
322,2,5,322,2,6.55,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2025-02-06
323,3,5,323,3,9.61,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,2025-02-14
324,4,5,324,4,8.44,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,2025-02-02
325,1,5,325,1,7.06,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,2025-02-09
326,2,5,326,2,4.78,vel est donec odio justo sollicitudin ut suscipit a feugiat,2025-02-01
327,3,5,327,3,1.96,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,2025-02-12
328,4,5,328,4,2.95,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2025-02-25
329,1,5,329,1,2.24,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,2025-02-01
330,2,5,330,2,,in purus eu magna vulputate luctus cum sociis natoque penatibus et,2025-02-27
331,3,5,331,3,9.58,semper sapien a libero nam dui proin leo odio porttitor,2025-02-13
332,4,5,332,4,5.9,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2025-02-26
333,1,5,333,1,8.3,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,2025-02-26
334,2,5,334,2,,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2025-02-23
335,3,5,335,3,,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2025-02-05
336,4,5,336,4,9.19,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2025-02-08
337,1,5,337,1,3.17,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,2025-02-16
338,2,5,338,2,5.21,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2025-02-27
339,3,5,339,3,2.53,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,2025-02-11
340,4,5,340,4,9.78,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,2025-02-10
341,1,5,341,1,6.48,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2025-02-22
342,2,5,342,2,6.66,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2025-02-27
343,3,5,343,3,6.7,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2025-02-05
344,4,5,344,4,6.75,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,2025-02-06
345,1,5,345,1,7.56,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2025-02-02
346,2,5,346,2,4.22,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,2025-02-01
347,3,5,347,3,3.36,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,2025-02-22
348,4,5,348,4,3.82,sapien non mi integer ac neque duis bibendum morbi non,2025-02-26
349,1,5,349,1,1.67,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2025-02-12
350,2,5,350,2,,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,2025-02-15
351,3,5,351,3,8.8,sollicitudin mi sit amet lobortis sapien sapien non mi integer,2025-02-04
352,4,5,352,4,,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2025-02-17
353,1,5,353,1,8.67,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2025-02-14
354,2,5,354,2,4.08,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,2025-02-11
355,3,5,355,3,7.38,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,2025-02-22
356,4,5,356,4,6.36,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2025-02-18
357,1,5,357,1,,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,2025-02-06
358,2,5,358,2,9.62,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2025-02-23
359,3,5,359,3,6.27,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,2025-02-21
360,4,5,360,4,6.76,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,2025-02-23
361,1,5,361,1,6.58,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,2025-02-21
362,2,5,362,2,6.12,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,2025-02-11
363,3,5,363,3,2.97,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2025-02-20
364,4,5,364,4,3.02,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,2025-02-11
365,1,5,365,1,9.29,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,2025-02-16
366,2,5,366,2,7.48,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2025-02-17
367,3,5,367,3,,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,2025-02-15
368,4,5,368,4,7.0,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2025-02-14
369,1,5,369,1,,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,2025-02-19
370,2,5,370,2,5.99,bibendum morbi non quam nec dui luctus rutrum nulla tellus in,2025-02-04
371,3,5,371,3,9.58,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,2025-02-11
372,4,5,372,4,3.99,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2025-02-07
373,1,5,373,1,9.35,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,2025-02-08
374,2,5,374,2,2.81,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,2025-02-13
375,3,5,375,3,3.52,commodo placerat praesent blandit nam nulla integer pede justo lacinia,2025-02-24
376,4,5,376,4,1.26,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,2025-02-06
377,1,5,377,1,6.57,volutpat sapien arcu sed augue aliquam erat volutpat in congue,2025-02-20
378,2,5,378,2,7.73,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2025-02-08
379,3,5,379,3,3.07,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,2025-02-15
380,4,5,380,4,4.88,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2025-02-14
381,1,5,381,1,2.52,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,2025-02-23
382,2,5,382,2,2.85,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,2025-02-06
383,3,5,383,3,7.18,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,2025-02-27
384,4,5,384,4,6.49,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,2025-02-09
385,1,5,385,1,7.58,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,2025-02-09
386,2,5,386,2,5.59,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2025-02-26
387,3,5,387,3,9.92,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,2025-02-19
388,4,5,388,4,5.91,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,2025-02-20
389,1,5,389,1,8.42,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,2025-02-27
390,2,5,390,2,2.73,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,2025-02-01
391,3,5,391,3,4.04,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2025-02-17
392,4,5,392,4,7.21,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,2025-02-18
393,1,5,393,1,,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,2025-02-24
394,2,5,394,2,5.98,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,2025-02-07
395,3,5,395,3,8.8,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,2025-02-10
396,4,5,396,4,5.06,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2025-02-22
397,1,5,397,1,9.24,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,2025-02-15
398,2,5,398,2,7.85,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,2025-02-17
399,3,5,399,3,,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,2025-02-01
400,4,5,400,4,4.05,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,2025-02-23
