idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt
222,2,3,222,2,,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,2024-12-31
223,3,3,223,3,9.07,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,2024-12-31
224,4,3,224,4,2.95,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2024-12-31
225,1,3,225,1,1.91,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,2024-12-31
226,2,3,226,2,6.53,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2024-12-31
227,3,3,227,3,3.24,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,2024-12-31
228,4,3,228,4,7.58,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,2024-12-31
229,1,3,229,1,1.59,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,2024-12-31
230,2,3,230,2,,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,2024-12-31
231,3,3,231,3,3.78,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,2024-12-31
232,4,3,232,4,,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,2024-12-31
233,1,3,233,1,6.01,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,2024-12-31
234,2,3,234,2,7.61,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,2024-12-31
235,3,3,235,3,5.71,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,2024-12-31
236,4,3,236,4,5.51,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,2024-12-31
237,1,3,237,1,3.33,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2024-12-31
238,2,3,238,2,,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,2024-12-31
239,3,3,239,3,9.3,curae duis faucibus accumsan odio curabitur convallis duis consequat dui,2024-12-31
240,4,3,240,4,7.15,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,2024-12-31
241,1,3,241,1,6.75,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,2024-12-31
242,2,3,242,2,9.09,risus praesent lectus vestibulum quam sapien varius ut blandit non,2024-12-31
243,3,3,243,3,3.37,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,2024-12-31
244,4,3,244,4,3.72,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2024-12-31
245,1,3,245,1,2.31,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,2024-12-31
246,2,3,246,2,6.07,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,2024-12-31
247,3,3,247,3,2.44,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
248,4,3,248,4,6.04,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,2024-12-31
249,1,3,249,1,2.83,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,2024-12-31
250,2,3,250,2,6.17,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2024-12-31
251,3,3,251,3,9.0,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,2024-12-31
252,4,3,252,4,6.29,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2024-12-31
253,1,3,253,1,2.5,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,2024-12-31
254,2,3,254,2,2.01,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,2024-12-31
255,3,3,255,3,3.58,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2024-12-31
256,4,3,256,4,1.47,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,2024-12-31
257,1,3,257,1,1.95,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,2024-12-31
258,2,3,258,2,,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,2024-12-31
259,3,3,259,3,7.44,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2024-12-31
260,4,3,260,4,1.68,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2024-12-31
261,1,3,261,1,4.94,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,2024-12-31
262,2,3,262,2,4.82,accumsan felis ut at dolor quis odio consequat varius integer ac,2024-12-31
263,3,3,263,3,8.94,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,2024-12-31
264,4,3,264,4,,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,2024-12-31
265,1,3,265,1,7.85,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2024-12-31
266,2,3,266,2,6.35,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,2024-12-31
267,3,3,267,3,6.74,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,2024-12-31
268,4,3,268,4,2.52,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,2024-12-31
269,1,3,269,1,6.26,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,2024-12-31
270,2,3,270,2,8.25,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,2024-12-31
271,3,3,271,3,6.24,odio in hac habitasse platea dictumst maecenas ut massa quis,2024-12-31
272,4,3,272,4,,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,2024-12-31
273,1,3,273,1,,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,2024-12-31
274,2,3,274,2,2.31,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2024-12-31
275,3,3,275,3,1.53,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2024-12-31
276,4,3,276,4,7.88,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,2024-12-31
277,1,3,277,1,8.81,turpis donec posuere metus vitae ipsum aliquam non mauris morbi,2024-12-31
278,2,3,278,2,2.46,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,2024-12-31
279,3,3,279,3,5.57,sit amet lobortis sapien sapien non mi integer ac neque,2024-12-31
280,4,3,280,4,,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2024-12-31
281,1,3,281,1,1.59,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,2024-12-31
282,2,3,282,2,9.69,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,2024-12-31
283,3,3,283,3,5.32,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,2024-12-31
284,4,3,284,4,1.24,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,2024-12-31
285,1,3,285,1,5.82,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2024-12-31
286,2,3,286,2,3.66,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,2024-12-31
287,3,3,287,3,1.24,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,2024-12-31
288,4,3,288,4,2.11,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,2024-12-31
289,1,3,289,1,5.74,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,2024-12-31
290,2,3,290,2,4.69,sem duis aliquam convallis nunc proin at turpis a pede,2024-12-31
291,3,3,291,3,9.09,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,2024-12-31
292,4,3,292,4,2.91,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,2024-12-31
293,1,3,293,1,4.18,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,2024-12-31
294,2,3,294,2,,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,2024-12-31
295,3,3,295,3,,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2024-12-31
296,4,3,296,4,9.1,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,2024-12-31
297,1,3,297,1,4.32,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,2024-12-31
298,2,3,298,2,2.39,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,2024-12-31
299,3,3,299,3,3.02,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,2024-12-31
300,4,3,300,4,4.34,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,2024-12-31
301,1,3,301,1,9.36,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,2024-12-31
302,2,3,302,2,1.76,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2024-12-31
303,3,3,303,3,3.9,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,2024-12-31
304,4,3,304,4,3.47,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,2024-12-31
305,1,3,305,1,3.84,erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2024-12-31
306,2,3,306,2,9.69,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2024-12-31
307,3,3,307,3,6.45,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,2024-12-31
308,4,3,308,4,6.87,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,2024-12-31
309,1,3,309,1,3.12,morbi a ipsum integer a nibh in quis justo maecenas,2024-12-31
310,2,3,310,2,1.85,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2024-12-31
311,3,3,311,3,,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2024-12-31
312,4,3,312,4,6.3,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,2024-12-31
313,1,3,313,1,,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,2024-12-31
314,2,3,314,2,9.41,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,2024-12-31
315,3,3,315,3,9.84,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,2024-12-31
316,4,3,316,4,,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,2024-12-31
317,1,3,317,1,4.95,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2024-12-31
318,2,3,318,2,1.89,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2024-12-31
319,3,3,319,3,3.31,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,2024-12-31
320,4,3,320,4,8.43,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,2024-12-31
321,1,3,321,1,6.54,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,2024-12-31
322,2,3,322,2,6.71,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,2024-12-31
323,3,3,323,3,5.89,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2024-12-31
324,4,3,324,4,5.04,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2024-12-31
325,1,3,325,1,1.06,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31
326,2,3,326,2,5.55,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,2024-12-31
327,3,3,327,3,7.06,mollis molestie lorem quisque ut erat curabitur gravida nisi at,2024-12-31
328,4,3,328,4,3.18,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2024-12-31
329,1,3,329,1,1.02,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,2024-12-31
330,2,3,330,2,4.94,sit amet erat nulla tempus vivamus in felis eu sapien,2024-12-31
331,3,3,331,3,2.9,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,2024-12-31
332,4,3,332,4,4.43,quam a odio in hac habitasse platea dictumst maecenas ut massa quis,2024-12-31
333,1,3,333,1,9.48,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,2024-12-31
334,2,3,334,2,9.76,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,2024-12-31
335,3,3,335,3,4.49,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,2024-12-31
336,4,3,336,4,8.97,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2024-12-31
337,1,3,337,1,9.54,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,2024-12-31
338,2,3,338,2,9.25,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,2024-12-31
339,3,3,339,3,5.61,suspendisse potenti cras in purus eu magna vulputate luctus cum,2024-12-31
340,4,3,340,4,2.94,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,2024-12-31
341,1,3,341,1,,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,2024-12-31
342,2,3,342,2,2.18,erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2024-12-31
343,3,3,343,3,8.57,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,2024-12-31
344,4,3,344,4,2.45,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2024-12-31
345,1,3,345,1,9.94,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,2024-12-31
346,2,3,346,2,8.37,est congue elementum in hac habitasse platea dictumst morbi vestibulum,2024-12-31
347,3,3,347,3,,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,2024-12-31
348,4,3,348,4,,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,2024-12-31
349,1,3,349,1,8.55,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,2024-12-31
350,2,3,350,2,6.13,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2024-12-31
351,3,3,351,3,,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,2024-12-31
352,4,3,352,4,,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2024-12-31
353,1,3,353,1,4.85,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,2024-12-31
354,2,3,354,2,9.45,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2024-12-31
355,3,3,355,3,1.48,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,2024-12-31
356,4,3,356,4,,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2024-12-31
357,1,3,357,1,7.33,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,2024-12-31
358,2,3,358,2,1.67,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,2024-12-31
359,3,3,359,3,9.07,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,2024-12-31
360,4,3,360,4,1.04,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,2024-12-31
361,1,3,361,1,9.31,eleifend luctus ultricies eu nibh quisque id justo sit amet,2024-12-31
362,2,3,362,2,3.22,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,2024-12-31
363,3,3,363,3,6.8,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2024-12-31
364,4,3,364,4,9.49,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2024-12-31
365,1,3,365,1,8.95,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2024-12-31
366,2,3,366,2,8.09,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,2024-12-31
367,3,3,367,3,9.79,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,2024-12-31
368,4,3,368,4,,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,2024-12-31
369,1,3,369,1,6.18,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,2024-12-31
370,2,3,370,2,1.99,bibendum morbi non quam nec dui luctus rutrum nulla tellus,2024-12-31
371,3,3,371,3,4.74,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,2024-12-31
372,4,3,372,4,7.16,nunc purus phasellus in felis donec semper sapien a libero nam dui,2024-12-31
373,1,3,373,1,9.58,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,2024-12-31
374,2,3,374,2,9.87,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,2024-12-31
375,3,3,375,3,9.63,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2024-12-31
376,4,3,376,4,1.38,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2024-12-31
377,1,3,377,1,,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,2024-12-31
378,2,3,378,2,7.36,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,2024-12-31
379,3,3,379,3,2.1,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,2024-12-31
380,4,3,380,4,,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,2024-12-31
381,1,3,381,1,1.78,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,2024-12-31
382,2,3,382,2,4.3,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,2024-12-31
383,3,3,383,3,8.31,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,2024-12-31
384,4,3,384,4,3.06,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,2024-12-31
385,1,3,385,1,,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2024-12-31
386,2,3,386,2,,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,2024-12-31
387,3,3,387,3,4.96,proin leo odio porttitor id consequat in consequat ut nulla,2024-12-31
388,4,3,388,4,2.18,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,2024-12-31
389,1,3,389,1,1.26,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2024-12-31
390,2,3,390,2,,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,2024-12-31
391,3,3,391,3,9.14,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,2024-12-31
392,4,3,392,4,4.68,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,2024-12-31
393,1,3,393,1,,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,2024-12-31
394,2,3,394,2,1.91,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2024-12-31
395,3,3,395,3,1.12,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,2024-12-31
396,4,3,396,4,6.21,semper sapien a libero nam dui proin leo odio porttitor id,2024-12-31
397,1,3,397,1,9.74,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,2024-12-31
398,2,3,398,2,,pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2024-12-31
399,3,3,399,3,8.8,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2024-12-31
400,4,3,400,4,5.05,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2024-12-31
