idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt
222,2,2,222,2,3.02,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2024-07-24
223,3,2,223,3,8.46,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2024-10-06
224,4,2,224,4,4.7,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,2024-09-09
225,1,2,225,1,9.9,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2024-07-14
226,2,2,226,2,,primis in faucibus orci luctus et ultrices posuere cubilia curae donec,2024-11-28
227,3,2,227,3,,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,2024-10-27
228,4,2,228,4,7.13,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,2024-08-29
229,1,2,229,1,,lectus in est risus auctor sed tristique in tempus sit amet sem fusce,2024-11-21
230,2,2,230,2,,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2024-10-05
231,3,2,231,3,7.08,in consequat ut nulla sed accumsan felis ut at dolor quis,2024-11-04
232,4,2,232,4,3.59,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,2024-07-23
233,1,2,233,1,2.46,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,2024-10-12
234,2,2,234,2,2.31,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,2024-12-18
235,3,2,235,3,9.24,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,2024-10-10
236,4,2,236,4,9.42,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,2024-07-12
237,1,2,237,1,2.23,felis ut at dolor quis odio consequat varius integer ac leo pellentesque,2024-08-23
238,2,2,238,2,9.54,sit amet cursus id turpis integer aliquet massa id lobortis convallis,2024-11-10
239,3,2,239,3,5.84,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,2024-10-04
240,4,2,240,4,5.82,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,2024-07-07
241,1,2,241,1,7.31,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2024-07-29
242,2,2,242,2,7.83,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2024-07-10
243,3,2,243,3,4.36,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2024-07-05
244,4,2,244,4,5.68,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,2024-07-23
245,1,2,245,1,7.57,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2024-08-25
246,2,2,246,2,3.84,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,2024-12-02
247,3,2,247,3,1.95,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,2024-07-12
248,4,2,248,4,1.17,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,2024-07-08
249,1,2,249,1,,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,2024-08-22
250,2,2,250,2,,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,2024-07-04
251,3,2,251,3,2.02,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,2024-08-27
252,4,2,252,4,3.56,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,2024-08-06
253,1,2,253,1,7.51,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,2024-07-21
254,2,2,254,2,1.26,in purus eu magna vulputate luctus cum sociis natoque penatibus,2024-10-17
255,3,2,255,3,2.17,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,2024-09-18
256,4,2,256,4,4.29,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,2024-10-07
257,1,2,257,1,7.22,massa id lobortis convallis tortor risus dapibus augue vel accumsan,2024-08-24
258,2,2,258,2,5.36,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,2024-09-27
259,3,2,259,3,4.76,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,2024-07-04
260,4,2,260,4,2.58,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2024-09-06
261,1,2,261,1,3.04,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,2024-08-05
262,2,2,262,2,3.95,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,2024-11-21
263,3,2,263,3,8.74,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2024-08-10
264,4,2,264,4,,velit donec diam neque vestibulum eget vulputate ut ultrices vel,2024-10-04
265,1,2,265,1,,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2024-11-03
266,2,2,266,2,3.11,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,2024-08-03
267,3,2,267,3,8.62,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,2024-10-23
268,4,2,268,4,9.71,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,2024-10-16
269,1,2,269,1,8.52,phasellus in felis donec semper sapien a libero nam dui proin leo odio,2024-12-09
270,2,2,270,2,,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,2024-09-23
271,3,2,271,3,7.21,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,2024-12-23
272,4,2,272,4,,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,2024-08-21
273,1,2,273,1,,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,2024-07-16
274,2,2,274,2,9.16,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,2024-07-16
275,3,2,275,3,3.87,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,2024-08-27
276,4,2,276,4,3.37,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-08-21
277,1,2,277,1,2.18,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,2024-08-16
278,2,2,278,2,2.41,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,2024-08-12
279,3,2,279,3,8.81,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,2024-08-20
280,4,2,280,4,,praesent blandit nam nulla integer pede justo lacinia eget tincidunt,2024-08-13
281,1,2,281,1,,id turpis integer aliquet massa id lobortis convallis tortor risus,2024-12-03
282,2,2,282,2,1.87,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,2024-08-18
283,3,2,283,3,3.58,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,2024-09-09
284,4,2,284,4,4.85,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2024-07-16
285,1,2,285,1,8.91,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,2024-12-11
286,2,2,286,2,8.57,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,2024-08-25
287,3,2,287,3,5.64,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,2024-08-25
288,4,2,288,4,2.98,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,2024-07-14
289,1,2,289,1,1.44,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,2024-12-20
290,2,2,290,2,2.46,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2024-09-07
291,3,2,291,3,9.69,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,2024-11-12
292,4,2,292,4,5.8,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,2024-11-21
293,1,2,293,1,6.27,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,2024-08-26
294,2,2,294,2,5.42,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,2024-09-22
295,3,2,295,3,5.86,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2024-11-26
296,4,2,296,4,5.79,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-08-21
297,1,2,297,1,1.42,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,2024-11-13
298,2,2,298,2,1.7,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,2024-08-30
299,3,2,299,3,1.82,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,2024-12-09
300,4,2,300,4,5.42,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,2024-08-06
301,1,2,301,1,3.71,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2024-11-24
302,2,2,302,2,9.03,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,2024-11-25
303,3,2,303,3,,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,2024-08-07
304,4,2,304,4,7.81,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2024-07-13
305,1,2,305,1,7.86,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,2024-09-27
306,2,2,306,2,3.88,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2024-10-16
307,3,2,307,3,8.3,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2024-11-19
308,4,2,308,4,9.93,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,2024-12-19
309,1,2,309,1,9.23,quis turpis sed ante vivamus tortor duis mattis egestas metus,2024-12-11
310,2,2,310,2,8.96,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,2024-12-25
311,3,2,311,3,7.34,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,2024-07-04
312,4,2,312,4,,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,2024-09-25
313,1,2,313,1,3.43,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2024-10-01
314,2,2,314,2,6.78,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,2024-08-12
315,3,2,315,3,2.65,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,2024-12-08
316,4,2,316,4,8.79,lacus at turpis donec posuere metus vitae ipsum aliquam non,2024-08-16
317,1,2,317,1,,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,2024-11-24
318,2,2,318,2,2.28,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,2024-07-04
319,3,2,319,3,1.3,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,2024-10-17
320,4,2,320,4,4.96,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,2024-11-06
321,1,2,321,1,5.93,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,2024-07-01
322,2,2,322,2,8.02,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,2024-12-01
323,3,2,323,3,,platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2024-11-24
324,4,2,324,4,7.66,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,2024-09-07
325,1,2,325,1,3.63,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2024-08-17
326,2,2,326,2,6.2,felis ut at dolor quis odio consequat varius integer ac leo pellentesque,2024-09-06
327,3,2,327,3,9.93,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2024-07-21
328,4,2,328,4,,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,2024-12-05
329,1,2,329,1,,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2024-12-11
330,2,2,330,2,4.6,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,2024-12-01
331,3,2,331,3,4.9,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,2024-09-22
332,4,2,332,4,4.32,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,2024-07-31
333,1,2,333,1,,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,2024-07-28
334,2,2,334,2,5.67,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2024-10-16
335,3,2,335,3,8.59,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,2024-11-10
336,4,2,336,4,1.12,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-10-18
337,1,2,337,1,2.34,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2024-08-25
338,2,2,338,2,8.0,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,2024-10-20
339,3,2,339,3,3.42,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,2024-12-30
340,4,2,340,4,,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2024-10-27
341,1,2,341,1,9.75,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,2024-07-31
342,2,2,342,2,,eu massa donec dapibus duis at velit eu est congue elementum,2024-09-25
343,3,2,343,3,1.64,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,2024-10-02
344,4,2,344,4,6.56,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,2024-09-15
345,1,2,345,1,2.25,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2024-09-17
346,2,2,346,2,5.95,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2024-08-18
347,3,2,347,3,,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,2024-07-14
348,4,2,348,4,5.92,dui vel nisl duis ac nibh fusce lacus purus aliquet at,2024-09-26
349,1,2,349,1,,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,2024-10-19
350,2,2,350,2,5.62,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2024-11-22
351,3,2,351,3,2.41,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,2024-09-11
352,4,2,352,4,5.74,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,2024-11-02
353,1,2,353,1,2.11,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,2024-08-19
354,2,2,354,2,6.18,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2024-10-22
355,3,2,355,3,7.87,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2024-11-21
356,4,2,356,4,8.78,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,2024-07-31
357,1,2,357,1,4.91,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,2024-10-06
358,2,2,358,2,,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2024-12-07
359,3,2,359,3,5.17,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-09-22
360,4,2,360,4,,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2024-09-05
361,1,2,361,1,4.98,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,2024-07-07
362,2,2,362,2,4.04,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,2024-12-30
363,3,2,363,3,,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,2024-09-17
364,4,2,364,4,,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,2024-07-18
365,1,2,365,1,,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-09-28
366,2,2,366,2,9.0,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,2024-10-17
367,3,2,367,3,6.7,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,2024-11-30
368,4,2,368,4,1.91,nunc purus phasellus in felis donec semper sapien a libero nam,2024-08-12
369,1,2,369,1,9.77,mollis molestie lorem quisque ut erat curabitur gravida nisi at,2024-10-04
370,2,2,370,2,2.29,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,2024-07-17
371,3,2,371,3,,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2024-07-12
372,4,2,372,4,4.88,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,2024-07-20
373,1,2,373,1,4.47,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,2024-11-22
374,2,2,374,2,1.96,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,2024-08-14
375,3,2,375,3,3.85,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,2024-09-15
376,4,2,376,4,,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,2024-11-12
377,1,2,377,1,5.0,justo eu massa donec dapibus duis at velit eu est congue elementum,2024-11-30
378,2,2,378,2,,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,2024-09-05
379,3,2,379,3,4.02,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,2024-10-08
380,4,2,380,4,,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,2024-11-25
381,1,2,381,1,1.51,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2024-08-05
382,2,2,382,2,1.89,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2024-08-17
383,3,2,383,3,2.07,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,2024-08-03
384,4,2,384,4,7.53,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2024-11-08
385,1,2,385,1,6.34,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,2024-11-13
386,2,2,386,2,2.27,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,2024-07-03
387,3,2,387,3,,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2024-07-17
388,4,2,388,4,5.41,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,2024-10-30
389,1,2,389,1,1.53,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2024-11-02
390,2,2,390,2,8.7,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2024-08-25
391,3,2,391,3,4.81,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,2024-09-08
392,4,2,392,4,6.77,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,2024-12-21
393,1,2,393,1,5.53,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2024-08-10
394,2,2,394,2,7.35,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2024-09-09
395,3,2,395,3,7.73,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2024-12-15
396,4,2,396,4,9.88,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-09-20
397,1,2,397,1,,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,2024-09-01
398,2,2,398,2,4.63,dapibus duis at velit eu est congue elementum in hac,2024-10-05
399,3,2,399,3,3.58,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,2024-12-18
400,4,2,400,4,8.2,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,2024-10-08
